LAMMPS Description 
 
 	 2000 atoms 
 	 0 bonds 
 	 0 angles 
 	 0 dihedrals 
 	 0 impropers 
 
 	 10 atom types 
 	 2 bond types 
 	 0 angle types 
 	 0 dihedral types 
 	 0 improper types 
 
 	 -81.64965809277261 81.64965809277261 xlo xhi
 	 -81.64965809277261 81.64965809277261 ylo yhi 
 	 -0.05 0.05 zlo zhi
 
Masses 
 
 	 34 7 4 0 -31.70986323710905 -48.98979485566357 0.0 0 0 0 
 	 35 7 5 0 -32.65986323710905 -48.039794855663565 0.0 0 0 0 
 	 36 8 1 0 32.659863237109036 -65.31972647421809 0.0 0 0 0 
 	 37 8 2 0 31.709863237109037 -65.31972647421809 0.0 0 0 0 
 	 38 8 3 0 32.659863237109036 -66.26972647421809 0.0 0 0 0 
 	 39 8 4 0 33.60986323710904 -65.31972647421809 0.0 0 0 0 
 	 40 8 5 0 32.659863237109036 -64.36972647421808 0.0 0 0 0 
 	 41 9 1 0 -24.494897427831788 8.164965809277263 0.0 0 0 0 
 	 42 9 2 0 -25.444897427831787 8.164965809277263 0.0 0 0 0 
 	 43 9 3 0 -24.494897427831788 7.214965809277262 0.0 0 0 0 
 	 44 9 4 0 -23.54489742783179 8.164965809277263 0.0 0 0 0 
 	 45 9 5 0 -24.494897427831788 9.114965809277262 0.0 0 0 0 
 	 46 10 1 0 -16.329931618554525 -8.164965809277263 0.0 0 0 0 
 	 47 10 2 0 -17.279931618554524 -8.164965809277263 0.0 0 0 0 
 	 48 10 3 0 -16.329931618554525 -9.114965809277262 0.0 0 0 0 
 	 49 10 4 0 -15.379931618554526 -8.164965809277263 0.0 0 0 0 
 	 50 10 5 0 -16.329931618554525 -7.214965809277262 0.0 0 0 0 
 	 51 11 1 0 -32.65986323710905 -40.824829046386306 0.0 0 0 0 
 	 52 11 2 0 -33.60986323710905 -40.824829046386306 0.0 0 0 0 
 	 53 11 3 0 -32.65986323710905 -41.77482904638631 0.0 0 0 0 
 	 54 11 4 0 -31.70986323710905 -40.824829046386306 0.0 0 0 0 
 	 55 11 5 0 -32.65986323710905 -39.8748290463863 0.0 0 0 0 
 	 56 12 1 0 32.659863237109036 48.98979485566356 0.0 0 0 0 
 	 57 12 2 0 31.709863237109037 48.98979485566356 0.0 0 0 0 
 	 58 12 3 0 32.659863237109036 48.03979485566356 0.0 0 0 0 
 	 59 12 4 0 33.60986323710904 48.98979485566356 0.0 0 0 0 
 	 60 12 5 0 32.659863237109036 49.939794855663564 0.0 0 0 0 
 	 61 13 1 0 57.15476066494081 -65.31972647421809 0.0 0 0 0 
 	 62 13 2 0 56.20476066494081 -65.31972647421809 0.0 0 0 0 
 	 63 13 3 0 57.15476066494081 -66.26972647421809 0.0 0 0 0 
 	 64 13 4 0 58.10476066494081 -65.31972647421809 0.0 0 0 0 
 	 65 13 5 0 57.15476066494081 -64.36972647421808 0.0 0 0 0 
 	 66 14 1 0 -40.824829046386306 -57.15476066494083 0.0 0 0 0 
 	 67 14 2 0 -41.77482904638631 -57.15476066494083 0.0 0 0 0 
 	 68 14 3 0 -40.824829046386306 -58.104760664940834 0.0 0 0 0 
 	 69 14 4 0 -39.8748290463863 -57.15476066494083 0.0 0 0 0 
 	 70 14 5 0 -40.824829046386306 -56.20476066494083 0.0 0 0 0 
 	 71 15 1 0 65.31972647421809 0.0 0.0 0 0 0 
 	 72 15 2 0 64.36972647421808 0.0 0.0 0 0 0 
 	 73 15 3 0 65.31972647421809 -0.95 0.0 0 0 0 
 	 74 15 4 0 66.26972647421809 -1.1634144591899854e-16 0.0 0 0 0 
 	 75 15 5 0 65.31972647421809 0.95 0.0 0 0 0 
 	 76 16 1 0 24.494897427831773 65.31972647421809 0.0 0 0 0 
 	 77 16 2 0 23.544897427831774 65.31972647421809 0.0 0 0 0 
 	 78 16 3 0 24.494897427831773 64.36972647421808 0.0 0 0 0 
 	 79 16 4 0 25.444897427831773 65.31972647421809 0.0 0 0 0 
 	 80 16 5 0 24.494897427831773 66.26972647421809 0.0 0 0 0 
 	 81 17 1 0 8.164965809277263 48.98979485566356 0.0 0 0 0 
 	 82 17 2 0 7.214965809277262 48.98979485566356 0.0 0 0 0 
 	 83 17 3 0 8.164965809277263 48.03979485566356 0.0 0 0 0 
 	 84 17 4 0 9.114965809277262 48.98979485566356 0.0 0 0 0 
 	 85 17 5 0 8.164965809277263 49.939794855663564 0.0 0 0 0 
 	 86 18 1 0 40.8248290463863 40.8248290463863 0.0 0 0 0 
 	 87 18 2 0 39.874829046386296 40.8248290463863 0.0 0 0 0 
 	 88 18 3 0 40.8248290463863 39.874829046386296 0.0 0 0 0 
 	 89 18 4 0 41.7748290463863 40.8248290463863 0.0 0 0 0 
 	 90 18 5 0 40.8248290463863 41.7748290463863 0.0 0 0 0 
 	 91 19 1 0 -48.98979485566357 48.98979485566356 0.0 0 0 0 
 	 92 19 2 0 -49.93979485566357 48.98979485566356 0.0 0 0 0 
 	 93 19 3 0 -48.98979485566357 48.03979485566356 0.0 0 0 0 
 	 94 19 4 0 -48.039794855663565 48.98979485566356 0.0 0 0 0 
 	 95 19 5 0 -48.98979485566357 49.939794855663564 0.0 0 0 0 
 	 96 20 1 0 -65.31972647421809 -57.15476066494083 0.0 0 0 0 
 	 97 20 2 0 -66.26972647421809 -57.15476066494083 0.0 0 0 0 
 	 98 20 3 0 -65.31972647421809 -58.104760664940834 0.0 0 0 0 
 	 99 20 4 0 -64.36972647421808 -57.15476066494083 0.0 0 0 0 
 	 100 20 5 0 -65.31972647421809 -56.20476066494083 0.0 0 0 0 
 	 101 21 1 0 40.8248290463863 32.659863237109036 0.0 0 0 0 
 	 102 21 2 0 39.874829046386296 32.659863237109036 0.0 0 0 0 
 	 103 21 3 0 40.8248290463863 31.709863237109037 0.0 0 0 0 
 	 104 21 4 0 41.7748290463863 32.659863237109036 0.0 0 0 0 
 	 105 21 5 0 40.8248290463863 33.60986323710904 0.0 0 0 0 
 	 106 22 1 0 -48.98979485566357 57.15476066494081 0.0 0 0 0 
 	 107 22 2 0 -49.93979485566357 57.15476066494081 0.0 0 0 0 
 	 108 22 3 0 -48.98979485566357 56.20476066494081 0.0 0 0 0 
 	 109 22 4 0 -48.039794855663565 57.15476066494081 0.0 0 0 0 
 	 110 22 5 0 -48.98979485566357 58.10476066494081 0.0 0 0 0 
 	 111 23 1 0 -57.15476066494083 65.31972647421809 0.0 0 0 0 
 	 112 23 2 0 -58.104760664940834 65.31972647421809 0.0 0 0 0 
 	 113 23 3 0 -57.15476066494083 64.36972647421808 0.0 0 0 0 
 	 114 23 4 0 -56.20476066494083 65.31972647421809 0.0 0 0 0 
 	 115 23 5 0 -57.15476066494083 66.26972647421809 0.0 0 0 0 
 	 116 24 1 0 -24.494897427831788 -81.64965809277261 0.0 0 0 0 
 	 117 24 2 0 -25.444897427831787 -81.64965809277261 0.0 0 0 0 
 	 118 24 3 0 -24.494897427831788 -82.59965809277261 0.0 0 0 0 
 	 119 24 4 0 -23.54489742783179 -81.64965809277261 0.0 0 0 0 
 	 120 24 5 0 -24.494897427831788 -80.69965809277261 0.0 0 0 0 
 	 121 25 1 0 24.494897427831773 16.32993161855451 0.0 0 0 0 
 	 122 25 2 0 23.544897427831774 16.32993161855451 0.0 0 0 0 
 	 123 25 3 0 24.494897427831773 15.379931618554512 0.0 0 0 0 
 	 124 25 4 0 25.444897427831773 16.32993161855451 0.0 0 0 0 
 	 125 25 5 0 24.494897427831773 17.27993161855451 0.0 0 0 0 
 	 126 26 1 0 -24.494897427831788 24.494897427831773 0.0 0 0 0 
 	 127 26 2 0 -25.444897427831787 24.494897427831773 0.0 0 0 0 
 	 128 26 3 0 -24.494897427831788 23.544897427831774 0.0 0 0 0 
 	 129 26 4 0 -23.54489742783179 24.494897427831773 0.0 0 0 0 
 	 130 26 5 0 -24.494897427831788 25.444897427831773 0.0 0 0 0 
 	 131 27 1 0 -32.65986323710905 -24.494897427831788 0.0 0 0 0 
 	 132 27 2 0 -33.60986323710905 -24.494897427831788 0.0 0 0 0 
 	 133 27 3 0 -32.65986323710905 -25.444897427831787 0.0 0 0 0 
 	 134 27 4 0 -31.70986323710905 -24.494897427831788 0.0 0 0 0 
 	 135 27 5 0 -32.65986323710905 -23.54489742783179 0.0 0 0 0 
 	 136 28 1 0 24.494897427831773 40.8248290463863 0.0 0 0 0 
 	 137 28 2 0 23.544897427831774 40.8248290463863 0.0 0 0 0 
 	 138 28 3 0 24.494897427831773 39.874829046386296 0.0 0 0 0 
 	 139 28 4 0 25.444897427831773 40.8248290463863 0.0 0 0 0 
 	 140 28 5 0 24.494897427831773 41.7748290463863 0.0 0 0 0 
 	 141 29 1 0 -65.31972647421809 48.98979485566356 0.0 0 0 0 
 	 142 29 2 0 -66.26972647421809 48.98979485566356 0.0 0 0 0 
 	 143 29 3 0 -65.31972647421809 48.03979485566356 0.0 0 0 0 
 	 144 29 4 0 -64.36972647421808 48.98979485566356 0.0 0 0 0 
 	 145 29 5 0 -65.31972647421809 49.939794855663564 0.0 0 0 0 
 	 146 30 1 0 -73.48469228349535 -57.15476066494083 0.0 0 0 0 
 	 147 30 2 0 -74.43469228349535 -57.15476066494083 0.0 0 0 0 
 	 148 30 3 0 -73.48469228349535 -58.104760664940834 0.0 0 0 0 
 	 149 30 4 0 -72.53469228349535 -57.15476066494083 0.0 0 0 0 
 	 150 30 5 0 -73.48469228349535 -56.20476066494083 0.0 0 0 0 
 	 151 31 1 0 -48.98979485566357 65.31972647421809 0.0 0 0 0 
 	 152 31 2 0 -49.93979485566357 65.31972647421809 0.0 0 0 0 
 	 153 31 3 0 -48.98979485566357 64.36972647421808 0.0 0 0 0 
 	 154 31 4 0 -48.039794855663565 65.31972647421809 0.0 0 0 0 
 	 155 31 5 0 -48.98979485566357 66.26972647421809 0.0 0 0 0 
 	 156 32 1 0 16.32993161855451 -65.31972647421809 0.0 0 0 0 
 	 157 32 2 0 15.379931618554512 -65.31972647421809 0.0 0 0 0 
 	 158 32 3 0 16.32993161855451 -66.26972647421809 0.0 0 0 0 
 	 159 32 4 0 17.27993161855451 -65.31972647421809 0.0 0 0 0 
 	 160 32 5 0 16.32993161855451 -64.36972647421808 0.0 0 0 0 
 	 161 33 1 0 -81.64965809277261 65.31972647421809 0.0 0 0 0 
 	 162 33 2 0 -82.59965809277261 65.31972647421809 0.0 0 0 0 
 	 163 33 3 0 -81.64965809277261 64.36972647421808 0.0 0 0 0 
 	 164 33 4 0 -80.69965809277261 65.31972647421809 0.0 0 0 0 
 	 165 33 5 0 -81.64965809277261 66.26972647421809 0.0 0 0 0 
 	 166 34 1 0 0.0 -73.48469228349535 0.0 0 0 0 
 	 167 34 2 0 -0.95 -73.48469228349535 0.0 0 0 0 
 	 168 34 3 0 -5.817072295949927e-17 -74.43469228349535 0.0 0 0 0 
 	 169 34 4 0 0.95 -73.48469228349535 0.0 0 0 0 
 	 170 34 5 0 1.745121688784978e-16 -72.53469228349535 0.0 0 0 0 
 	 171 35 1 0 32.659863237109036 16.32993161855451 0.0 0 0 0 
 	 172 35 2 0 31.709863237109037 16.32993161855451 0.0 0 0 0 
 	 173 35 3 0 32.659863237109036 15.379931618554512 0.0 0 0 0 
 	 174 35 4 0 33.60986323710904 16.32993161855451 0.0 0 0 0 
 	 175 35 5 0 32.659863237109036 17.27993161855451 0.0 0 0 0 
 	 176 36 1 0 24.494897427831773 8.164965809277263 0.0 0 0 0 
 	 177 36 2 0 23.544897427831774 8.164965809277263 0.0 0 0 0 
 	 178 36 3 0 24.494897427831773 7.214965809277262 0.0 0 0 0 
 	 179 36 4 0 25.444897427831773 8.164965809277263 0.0 0 0 0 
 	 180 36 5 0 24.494897427831773 9.114965809277262 0.0 0 0 0 
 	 181 37 1 0 -81.64965809277261 -24.494897427831788 0.0 0 0 0 
 	 182 37 2 0 -82.59965809277261 -24.494897427831788 0.0 0 0 0 
 	 183 37 3 0 -81.64965809277261 -25.444897427831787 0.0 0 0 0 
 	 184 37 4 0 -80.69965809277261 -24.494897427831788 0.0 0 0 0 
 	 185 37 5 0 -81.64965809277261 -23.54489742783179 0.0 0 0 0 
 	 186 38 1 0 24.494897427831773 -57.15476066494083 0.0 0 0 0 
 	 187 38 2 0 23.544897427831774 -57.15476066494083 0.0 0 0 0 
 	 188 38 3 0 24.494897427831773 -58.104760664940834 0.0 0 0 0 
 	 189 38 4 0 25.444897427831773 -57.15476066494083 0.0 0 0 0 
 	 190 38 5 0 24.494897427831773 -56.20476066494083 0.0 0 0 0 
 	 191 39 1 0 -32.65986323710905 -8.164965809277263 0.0 0 0 0 
 	 192 39 2 0 -33.60986323710905 -8.164965809277263 0.0 0 0 0 
 	 193 39 3 0 -32.65986323710905 -9.114965809277262 0.0 0 0 0 
 	 194 39 4 0 -31.70986323710905 -8.164965809277263 0.0 0 0 0 
 	 195 39 5 0 -32.65986323710905 -7.214965809277262 0.0 0 0 0 
 	 196 40 1 0 -40.824829046386306 65.31972647421809 0.0 0 0 0 
 	 197 40 2 0 -41.77482904638631 65.31972647421809 0.0 0 0 0 
 	 198 40 3 0 -40.824829046386306 64.36972647421808 0.0 0 0 0 
 	 199 40 4 0 -39.8748290463863 65.31972647421809 0.0 0 0 0 
 	 200 40 5 0 -40.824829046386306 66.26972647421809 0.0 0 0 0 
 	 201 41 1 0 -32.65986323710905 48.98979485566356 0.0 0 0 0 
 	 202 41 2 0 -33.60986323710905 48.98979485566356 0.0 0 0 0 
 	 203 41 3 0 -32.65986323710905 48.03979485566356 0.0 0 0 0 
 	 204 41 4 0 -31.70986323710905 48.98979485566356 0.0 0 0 0 
 	 205 41 5 0 -32.65986323710905 49.939794855663564 0.0 0 0 0 
 	 206 42 1 0 -65.31972647421809 32.659863237109036 0.0 0 0 0 
 	 207 42 2 0 -66.26972647421809 32.659863237109036 0.0 0 0 0 
 	 208 42 3 0 -65.31972647421809 31.709863237109037 0.0 0 0 0 
 	 209 42 4 0 -64.36972647421808 32.659863237109036 0.0 0 0 0 
 	 210 42 5 0 -65.31972647421809 33.60986323710904 0.0 0 0 0 
 	 211 43 1 0 -57.15476066494083 40.8248290463863 0.0 0 0 0 
 	 212 43 2 0 -58.104760664940834 40.8248290463863 0.0 0 0 0 
 	 213 43 3 0 -57.15476066494083 39.874829046386296 0.0 0 0 0 
 	 214 43 4 0 -56.20476066494083 40.8248290463863 0.0 0 0 0 
 	 215 43 5 0 -57.15476066494083 41.7748290463863 0.0 0 0 0 
 	 216 44 1 0 65.31972647421809 -8.164965809277263 0.0 0 0 0 
 	 217 44 2 0 64.36972647421808 -8.164965809277263 0.0 0 0 0 
 	 218 44 3 0 65.31972647421809 -9.114965809277262 0.0 0 0 0 
 	 219 44 4 0 66.26972647421809 -8.164965809277263 0.0 0 0 0 
 	 220 44 5 0 65.31972647421809 -7.214965809277262 0.0 0 0 0 
 	 221 45 1 0 16.32993161855451 65.31972647421809 0.0 0 0 0 
 	 222 45 2 0 15.379931618554512 65.31972647421809 0.0 0 0 0 
 	 223 45 3 0 16.32993161855451 64.36972647421808 0.0 0 0 0 
 	 224 45 4 0 17.27993161855451 65.31972647421809 0.0 0 0 0 
 	 225 45 5 0 16.32993161855451 66.26972647421809 0.0 0 0 0 
 	 226 46 1 0 -73.48469228349535 -16.329931618554525 0.0 0 0 0 
 	 227 46 2 0 -74.43469228349535 -16.329931618554525 0.0 0 0 0 
 	 228 46 3 0 -73.48469228349535 -17.279931618554524 0.0 0 0 0 
 	 229 46 4 0 -72.53469228349535 -16.329931618554525 0.0 0 0 0 
 	 230 46 5 0 -73.48469228349535 -15.379931618554526 0.0 0 0 0 
 	 231 47 1 0 0.0 -16.329931618554525 0.0 0 0 0 
 	 232 47 2 0 -0.95 -16.329931618554525 0.0 0 0 0 
 	 233 47 3 0 -5.817072295949927e-17 -17.279931618554524 0.0 0 0 0 
 	 234 47 4 0 0.95 -16.329931618554525 0.0 0 0 0 
 	 235 47 5 0 1.745121688784978e-16 -15.379931618554526 0.0 0 0 0 
 	 236 48 1 0 -32.65986323710905 32.659863237109036 0.0 0 0 0 
 	 237 48 2 0 -33.60986323710905 32.659863237109036 0.0 0 0 0 
 	 238 48 3 0 -32.65986323710905 31.709863237109037 0.0 0 0 0 
 	 239 48 4 0 -31.70986323710905 32.659863237109036 0.0 0 0 0 
 	 240 48 5 0 -32.65986323710905 33.60986323710904 0.0 0 0 0 
 	 241 49 1 0 8.164965809277263 -40.824829046386306 0.0 0 0 0 
 	 242 49 2 0 7.214965809277262 -40.824829046386306 0.0 0 0 0 
 	 243 49 3 0 8.164965809277263 -41.77482904638631 0.0 0 0 0 
 	 244 49 4 0 9.114965809277262 -40.824829046386306 0.0 0 0 0 
 	 245 49 5 0 8.164965809277263 -39.8748290463863 0.0 0 0 0 
 	 246 50 1 0 0.0 -32.65986323710905 0.0 0 0 0 
 	 247 50 2 0 -0.95 -32.65986323710905 0.0 0 0 0 
 	 248 50 3 0 -5.817072295949927e-17 -33.60986323710905 0.0 0 0 0 
 	 249 50 4 0 0.95 -32.65986323710905 0.0 0 0 0 
 	 250 50 5 0 1.745121688784978e-16 -31.70986323710905 0.0 0 0 0 
 	 251 51 1 0 -73.48469228349535 24.494897427831773 0.0 0 0 0 
 	 252 51 2 0 -74.43469228349535 24.494897427831773 0.0 0 0 0 
 	 253 51 3 0 -73.48469228349535 23.544897427831774 0.0 0 0 0 
 	 254 51 4 0 -72.53469228349535 24.494897427831773 0.0 0 0 0 
 	 255 51 5 0 -73.48469228349535 25.444897427831773 0.0 0 0 0 
 	 256 52 1 0 8.164965809277263 8.164965809277263 0.0 0 0 0 
 	 257 52 2 0 7.214965809277262 8.164965809277263 0.0 0 0 0 
 	 258 52 3 0 8.164965809277263 7.214965809277262 0.0 0 0 0 
 	 259 52 4 0 9.114965809277262 8.164965809277263 0.0 0 0 0 
 	 260 52 5 0 8.164965809277263 9.114965809277262 0.0 0 0 0 
 	 261 53 1 0 0.0 57.15476066494081 0.0 0 0 0 
 	 262 53 2 0 -0.95 57.15476066494081 0.0 0 0 0 
 	 263 53 3 0 -5.817072295949927e-17 56.20476066494081 0.0 0 0 0 
 	 264 53 4 0 0.95 57.15476066494081 0.0 0 0 0 
 	 265 53 5 0 1.745121688784978e-16 58.10476066494081 0.0 0 0 0 
 	 266 54 1 0 -81.64965809277261 -73.48469228349535 0.0 0 0 0 
 	 267 54 2 0 -82.59965809277261 -73.48469228349535 0.0 0 0 0 
 	 268 54 3 0 -81.64965809277261 -74.43469228349535 0.0 0 0 0 
 	 269 54 4 0 -80.69965809277261 -73.48469228349535 0.0 0 0 0 
 	 270 54 5 0 -81.64965809277261 -72.53469228349535 0.0 0 0 0 
 	 271 55 1 0 73.48469228349533 -73.48469228349535 0.0 0 0 0 
 	 272 55 2 0 72.53469228349533 -73.48469228349535 0.0 0 0 0 
 	 273 55 3 0 73.48469228349533 -74.43469228349535 0.0 0 0 0 
 	 274 55 4 0 74.43469228349534 -73.48469228349535 0.0 0 0 0 
 	 275 55 5 0 73.48469228349533 -72.53469228349535 0.0 0 0 0 
 	 276 56 1 0 73.48469228349533 32.659863237109036 0.0 0 0 0 
 	 277 56 2 0 72.53469228349533 32.659863237109036 0.0 0 0 0 
 	 278 56 3 0 73.48469228349533 31.709863237109037 0.0 0 0 0 
 	 279 56 4 0 74.43469228349534 32.659863237109036 0.0 0 0 0 
 	 280 56 5 0 73.48469228349533 33.60986323710904 0.0 0 0 0 
 	 281 57 1 0 57.15476066494081 -24.494897427831788 0.0 0 0 0 
 	 282 57 2 0 56.20476066494081 -24.494897427831788 0.0 0 0 0 
 	 283 57 3 0 57.15476066494081 -25.444897427831787 0.0 0 0 0 
 	 284 57 4 0 58.10476066494081 -24.494897427831788 0.0 0 0 0 
 	 285 57 5 0 57.15476066494081 -23.54489742783179 0.0 0 0 0 
 	 286 58 1 0 -73.48469228349535 -73.48469228349535 0.0 0 0 0 
 	 287 58 2 0 -74.43469228349535 -73.48469228349535 0.0 0 0 0 
 	 288 58 3 0 -73.48469228349535 -74.43469228349535 0.0 0 0 0 
 	 289 58 4 0 -72.53469228349535 -73.48469228349535 0.0 0 0 0 
 	 290 58 5 0 -73.48469228349535 -72.53469228349535 0.0 0 0 0 
 	 291 59 1 0 32.659863237109036 -16.329931618554525 0.0 0 0 0 
 	 292 59 2 0 31.709863237109037 -16.329931618554525 0.0 0 0 0 
 	 293 59 3 0 32.659863237109036 -17.279931618554524 0.0 0 0 0 
 	 294 59 4 0 33.60986323710904 -16.329931618554525 0.0 0 0 0 
 	 295 59 5 0 32.659863237109036 -15.379931618554526 0.0 0 0 0 
 	 296 60 1 0 73.48469228349533 24.494897427831773 0.0 0 0 0 
 	 297 60 2 0 72.53469228349533 24.494897427831773 0.0 0 0 0 
 	 298 60 3 0 73.48469228349533 23.544897427831774 0.0 0 0 0 
 	 299 60 4 0 74.43469228349534 24.494897427831773 0.0 0 0 0 
 	 300 60 5 0 73.48469228349533 25.444897427831773 0.0 0 0 0 
 	 301 61 1 0 24.494897427831773 -81.64965809277261 0.0 0 0 0 
 	 302 61 2 0 23.544897427831774 -81.64965809277261 0.0 0 0 0 
 	 303 61 3 0 24.494897427831773 -82.59965809277261 0.0 0 0 0 
 	 304 61 4 0 25.444897427831773 -81.64965809277261 0.0 0 0 0 
 	 305 61 5 0 24.494897427831773 -80.69965809277261 0.0 0 0 0 
 	 306 62 1 0 0.0 -40.824829046386306 0.0 0 0 0 
 	 307 62 2 0 -0.95 -40.824829046386306 0.0 0 0 0 
 	 308 62 3 0 -5.817072295949927e-17 -41.77482904638631 0.0 0 0 0 
 	 309 62 4 0 0.95 -40.824829046386306 0.0 0 0 0 
 	 310 62 5 0 1.745121688784978e-16 -39.8748290463863 0.0 0 0 0 
 	 311 63 1 0 73.48469228349533 -24.494897427831788 0.0 0 0 0 
 	 312 63 2 0 72.53469228349533 -24.494897427831788 0.0 0 0 0 
 	 313 63 3 0 73.48469228349533 -25.444897427831787 0.0 0 0 0 
 	 314 63 4 0 74.43469228349534 -24.494897427831788 0.0 0 0 0 
 	 315 63 5 0 73.48469228349533 -23.54489742783179 0.0 0 0 0 
 	 316 64 1 0 -16.329931618554525 32.659863237109036 0.0 0 0 0 
 	 317 64 2 0 -17.279931618554524 32.659863237109036 0.0 0 0 0 
 	 318 64 3 0 -16.329931618554525 31.709863237109037 0.0 0 0 0 
 	 319 64 4 0 -15.379931618554526 32.659863237109036 0.0 0 0 0 
 	 320 64 5 0 -16.329931618554525 33.60986323710904 0.0 0 0 0 
 	 321 65 1 0 -24.494897427831788 65.31972647421809 0.0 0 0 0 
 	 322 65 2 0 -25.444897427831787 65.31972647421809 0.0 0 0 0 
 	 323 65 3 0 -24.494897427831788 64.36972647421808 0.0 0 0 0 
 	 324 65 4 0 -23.54489742783179 65.31972647421809 0.0 0 0 0 
 	 325 65 5 0 -24.494897427831788 66.26972647421809 0.0 0 0 0 
 	 326 66 1 0 48.98979485566356 24.494897427831773 0.0 0 0 0 
 	 327 66 2 0 48.03979485566356 24.494897427831773 0.0 0 0 0 
 	 328 66 3 0 48.98979485566356 23.544897427831774 0.0 0 0 0 
 	 329 66 4 0 49.939794855663564 24.494897427831773 0.0 0 0 0 
 	 330 66 5 0 48.98979485566356 25.444897427831773 0.0 0 0 0 
 	 331 67 1 0 40.8248290463863 -24.494897427831788 0.0 0 0 0 
 	 332 67 2 0 39.874829046386296 -24.494897427831788 0.0 0 0 0 
 	 333 67 3 0 40.8248290463863 -25.444897427831787 0.0 0 0 0 
 	 334 67 4 0 41.7748290463863 -24.494897427831788 0.0 0 0 0 
 	 335 67 5 0 40.8248290463863 -23.54489742783179 0.0 0 0 0 
 	 336 68 1 0 16.32993161855451 -48.98979485566357 0.0 0 0 0 
 	 337 68 2 0 15.379931618554512 -48.98979485566357 0.0 0 0 0 
 	 338 68 3 0 16.32993161855451 -49.93979485566357 0.0 0 0 0 
 	 339 68 4 0 17.27993161855451 -48.98979485566357 0.0 0 0 0 
 	 340 68 5 0 16.32993161855451 -48.039794855663565 0.0 0 0 0 
 	 341 69 1 0 -16.329931618554525 65.31972647421809 0.0 0 0 0 
 	 342 69 2 0 -17.279931618554524 65.31972647421809 0.0 0 0 0 
 	 343 69 3 0 -16.329931618554525 64.36972647421808 0.0 0 0 0 
 	 344 69 4 0 -15.379931618554526 65.31972647421809 0.0 0 0 0 
 	 345 69 5 0 -16.329931618554525 66.26972647421809 0.0 0 0 0 
 	 346 70 1 0 40.8248290463863 -65.31972647421809 0.0 0 0 0 
